department,study_mode,hosteller,attendance,assignment_score,midterm_score,final_score,study_hours,backlogs,placement_selected
ME,Offline,Yes,52,37,69,66,5,2,0
CSE,Offline,Yes,85,78,73,31,3.5,4,0
EE,Hybrid,Yes,99,65,77,61,6.1,0,1
CSE,Online,Yes,50,98,82,64,6.7,3,1
CSE,Hybrid,Yes,91,71,66,72,5.2,0,1
EE,Online,Yes,93,84,60,79,5.8,2,1
CSE,Offline,Yes,78,39,46,59,4.8,4,0
ECE,Online,Yes,97,42,51,39,4.7,1,0
CSE,Online,No,57,48,79,90,4.9,5,0
EE,Online,No,63,54,53,74,4.9,1,0
CE,Hybrid,No,70,93,96,43,4.8,1,1
ME,Online,Yes,68,76,57,33,5.4,0,0
CE,Hybrid,No,63,51,87,63,3,4,0
CSE,Online,Yes,96,39,76,39,5.1,1,0
CE,Offline,No,75,88,30,82,4.8,2,1
EE,Hybrid,Yes,59,48,51,79,7.7,4,0
CE,Online,No,85,88,97,42,5.5,3,1
EE,Hybrid,No,62,73,97,55,2.9,2,0
CE,Online,Yes,84,47,74,57,4.2,5,0
ECE,Online,No,62,78,93,72,8.5,1,1
CE,Online,Yes,88,42,44,59,5.3,1,0
EE,Offline,No,94,55,98,52,3.7,3,0
EE,Online,No,66,71,59,43,6.4,2,0
CSE,Hybrid,Yes,70,96,43,59,3.7,1,1
EE,Online,No,70,46,65,41,3.5,1,0
CSE,Hybrid,Yes,51,81,83,50,3.4,2,0
CE,Offline,Yes,60,98,31,53,6.3,3,0
ECE,Offline,Yes,94,99,25,81,4.8,0,1
EE,Online,Yes,57,41,32,60,4.3,4,0
ME,Online,Yes,87,74,50,56,6.8,4,0
ME,Hybrid,Yes,52,97,81,84,3.4,4,0
ME,Offline,No,50,84,91,37,3.4,4,0
CE,Offline,Yes,65,37,33,63,5.6,1,0
CSE,Offline,No,69,67,33,51,6.2,1,0
ME,Hybrid,Yes,97,58,73,82,5.8,1,1
EE,Hybrid,No,81,95,42,49,3.2,1,0
ME,Online,Yes,62,90,86,91,7,1,1
ME,Online,No,71,81,25,51,3.7,4,0
CSE,Offline,No,55,73,83,66,3.7,5,0
ME,Hybrid,Yes,80,59,44,39,6.4,4,0
CE,Online,Yes,55,50,70,71,6.7,4,0
CSE,Online,No,75,35,54,83,4.5,5,0
ME,Hybrid,Yes,66,77,50,70,6.3,5,0
ECE,Online,Yes,63,76,79,80,5.4,3,1
CE,Hybrid,No,94,76,27,94,3.4,5,0
ECE,Offline,No,91,49,60,97,5.9,0,1
ME,Offline,No,78,78,95,63,2.7,1,1
ECE,Online,No,54,54,36,96,6.4,2,0
ECE,Online,No,76,76,64,48,5.1,2,0
ECE,Online,Yes,94,50,25,90,6.5,0,1
ME,Offline,No,51,69,77,79,4.3,0,1
CSE,Hybrid,Yes,50,82,73,63,5.1,4,0
ME,Offline,No,51,52,47,92,5.5,4,0
ME,Hybrid,No,97,94,67,46,3.7,2,1
EE,Hybrid,Yes,56,82,57,40,4,3,0
CSE,Offline,Yes,91,46,95,87,7.1,3,1
CSE,Hybrid,No,62,97,65,69,4.4,2,1
ECE,Hybrid,No,77,49,26,60,4.9,5,0
CSE,Online,No,84,72,76,79,4,5,0
EE,Hybrid,Yes,89,93,71,91,3.9,5,1
ME,Offline,Yes,71,57,66,95,7.5,2,1
ECE,Hybrid,No,68,58,96,45,5.1,1,1
CE,Hybrid,No,56,52,58,63,4.6,1,0
EE,Hybrid,No,93,93,28,71,4.1,5,0
CE,Offline,No,61,82,50,46,4,1,0
CSE,Online,Yes,94,44,69,56,4.9,4,0
ME,Offline,Yes,97,36,50,69,4.1,1,0
ME,Online,Yes,60,45,47,65,6.6,1,0
CE,Hybrid,Yes,92,85,35,81,2.1,4,0
CE,Hybrid,No,58,88,83,74,5.7,0,1
EE,Online,No,95,95,43,52,6.1,4,0
ECE,Online,Yes,55,44,65,45,6.9,0,0
CE,Online,Yes,69,82,75,77,4.7,0,1
ECE,Hybrid,Yes,84,58,98,37,5.6,4,0
ECE,Offline,Yes,70,80,34,63,7.2,1,1
EE,Online,Yes,74,52,37,94,4.4,2,0
EE,Offline,Yes,77,78,75,95,4.3,3,1
ECE,Offline,Yes,72,39,44,77,4.5,1,0
EE,Hybrid,Yes,65,64,46,79,6.5,3,0
ECE,Hybrid,No,57,44,57,61,2.6,0,0
ECE,Offline,No,50,73,30,90,4.6,5,0
ECE,Online,Yes,94,50,47,39,5.2,0,0
CE,Online,No,60,52,33,79,6,0,1
CE,Online,No,78,60,25,71,3,1,0
ME,Offline,No,57,38,30,45,5.5,4,0
EE,Online,No,54,70,27,92,3,1,0
EE,Offline,No,57,97,87,54,6.2,1,1
EE,Hybrid,Yes,77,75,88,95,6.5,4,1
ECE,Offline,No,56,58,60,38,5.1,4,0
ECE,Offline,No,70,62,38,98,4,2,0
ECE,Online,No,99,46,99,97,7.2,5,1
EE,Hybrid,No,56,63,76,32,5.9,5,0
ME,Offline,No,66,89,87,51,6.4,1,1
CSE,Offline,Yes,92,48,34,56,7.5,4,0
CE,Online,No,75,71,49,86,4.2,0,1
ECE,Online,No,52,54,83,70,4.2,1,0
EE,Offline,Yes,63,69,94,63,4.3,1,1
EE,Offline,Yes,59,93,95,71,6,2,1
CE,Online,Yes,60,64,80,83,5.9,5,0
EE,Online,No,95,59,55,92,5,3,1
CE,Online,Yes,56,49,63,86,7.3,0,1
CE,Online,Yes,56,47,96,90,4.2,3,0
EE,Offline,No,83,46,46,94,5.5,4,0
ME,Hybrid,No,72,55,57,42,4.7,0,0
CE,Offline,Yes,62,59,47,40,3.3,2,0
ECE,Online,Yes,97,91,30,75,5.4,2,1
CE,Hybrid,Yes,90,57,58,62,5.9,0,1
ME,Hybrid,Yes,75,48,41,53,4.8,2,0
ME,Hybrid,Yes,94,96,75,61,2.1,0,1
CE,Hybrid,No,71,43,26,70,4.4,2,0
EE,Offline,No,66,68,93,66,5.2,1,1
ECE,Hybrid,Yes,76,73,62,49,4.9,4,0
CE,Online,No,66,81,77,65,5.1,5,0
EE,Online,Yes,90,45,48,39,6.9,1,0
CSE,Online,No,96,83,25,52,8.7,3,1
CE,Offline,No,68,74,47,45,5,5,0
ECE,Online,No,87,51,29,84,7.1,5,0
EE,Hybrid,No,63,66,72,72,4.9,5,0
ECE,Offline,No,84,65,37,88,6.6,0,1
CSE,Online,Yes,95,67,48,94,4.2,3,1
EE,Offline,No,88,67,45,78,5.6,1,1
ME,Hybrid,No,63,77,25,36,2.9,1,0
EE,Offline,Yes,83,71,67,91,4.7,3,1
CE,Hybrid,No,64,72,50,44,3.6,3,0
ECE,Online,No,74,66,60,46,5.5,3,0
ECE,Offline,No,90,66,26,72,6.4,2,0
ECE,Online,Yes,74,36,98,72,5.8,4,0
CSE,Online,Yes,65,74,86,45,3.9,5,0
ME,Hybrid,No,67,97,80,70,0.7,2,1
ECE,Hybrid,Yes,71,81,84,66,4.7,5,0
CSE,Hybrid,Yes,71,39,58,80,4,3,0
EE,Online,No,56,38,62,37,4.4,1,0
ECE,Online,Yes,59,37,45,75,4.2,5,0
ECE,Hybrid,No,64,99,33,77,1.9,4,0
EE,Online,Yes,69,64,70,74,5.8,3,0
CSE,Hybrid,Yes,80,62,82,82,3.3,1,1
ME,Online,Yes,78,83,47,89,2.6,3,0
CSE,Offline,No,74,97,44,64,3.4,2,0
CSE,Offline,Yes,57,90,63,76,4,1,1
CSE,Online,Yes,54,79,93,88,3.8,2,1
CSE,Online,Yes,89,35,86,58,5.1,4,0
CE,Offline,Yes,74,96,25,85,4.8,3,0
CSE,Offline,No,91,83,96,68,4.3,0,1
EE,Online,Yes,87,83,75,31,5.5,1,1
ME,Online,No,83,69,40,35,10.4,0,1
CE,Online,Yes,71,89,55,88,3.9,5,0
EE,Hybrid,No,66,46,81,73,6.9,1,1
CSE,Offline,Yes,55,44,73,48,5.4,0,0
CE,Hybrid,Yes,81,65,85,46,7.9,0,1
ECE,Offline,Yes,93,45,38,57,5.8,0,1
CSE,Online,No,87,47,93,54,3.3,2,0
CE,Offline,Yes,53,87,73,72,8.6,3,1
EE,Hybrid,Yes,94,50,95,36,4.5,3,0
CE,Offline,Yes,58,83,99,67,8.8,3,1
EE,Online,Yes,65,74,40,38,4.1,0,0
ME,Online,No,56,40,50,55,6.4,5,0
ECE,Online,Yes,51,57,61,46,6.3,3,0
CE,Offline,No,76,59,29,70,3.1,0,0
ME,Hybrid,Yes,98,63,27,84,2.1,4,0
EE,Online,Yes,63,62,37,72,3.2,2,0
CE,Hybrid,No,62,90,74,77,6.8,3,1
CSE,Offline,No,74,88,64,37,4,2,0
CE,Offline,No,70,69,85,72,3.3,2,1
ME,Online,Yes,78,60,59,46,3.3,1,0
EE,Online,No,56,62,70,36,5.9,0,0
CSE,Online,Yes,55,90,37,40,6.3,0,1
ME,Offline,Yes,92,87,56,34,4.5,1,1
ME,Online,Yes,99,81,63,57,7.4,2,1
CSE,Offline,Yes,63,49,65,73,8.5,3,0
ECE,Hybrid,No,98,56,90,59,1.6,0,1
CE,Online,Yes,76,70,96,41,4.6,0,1
CE,Hybrid,No,58,52,29,35,5.4,1,0
EE,Online,Yes,99,56,99,63,5.8,0,1
ECE,Online,Yes,79,84,45,89,3.2,4,0
CE,Hybrid,No,97,64,77,33,3.6,0,1
EE,Online,Yes,57,43,89,76,3,5,0
CSE,Online,No,63,83,86,97,3.2,0,1
CSE,Online,Yes,54,92,40,41,4.2,4,0
ECE,Online,No,66,80,38,96,6.3,3,1
CSE,Online,Yes,96,37,47,48,5.9,4,0
EE,Hybrid,No,54,98,58,96,4.6,1,1
ECE,Offline,Yes,58,64,96,54,4.1,1,1
CE,Offline,Yes,88,41,55,78,5.6,4,0
CSE,Offline,Yes,61,56,68,44,4.8,3,0
ECE,Offline,Yes,53,46,53,64,6,4,0
ECE,Offline,No,64,46,57,71,4.4,1,0
EE,Online,No,63,58,76,44,4.5,3,0
ME,Online,No,99,50,48,50,4.4,5,0
CSE,Online,No,89,87,80,83,4.1,4,1
ME,Hybrid,Yes,55,96,28,66,2.4,0,0
ECE,Hybrid,No,74,51,70,62,6.1,4,0
EE,Offline,No,71,68,80,67,5.9,4,0
ECE,Hybrid,Yes,81,75,80,78,4.7,5,0
ECE,Online,Yes,53,97,49,68,2.9,3,0
ME,Offline,No,53,45,47,50,2.1,5,0
CSE,Online,No,78,73,95,95,4.6,1,1
ECE,Hybrid,Yes,82,91,72,30,7.4,1,1
CSE,Offline,No,58,94,83,94,7.6,4,1
EE,Online,No,57,76,31,36,7,0,0
EE,Online,Yes,71,62,71,93,4.6,3,1
CSE,Hybrid,Yes,70,45,54,59,5,1,0
ME,Online,Yes,99,72,71,90,4.5,2,1
ME,Offline,Yes,92,54,84,65,4.5,0,1
ME,Online,Yes,81,92,92,64,6.3,4,1
ME,Hybrid,No,61,92,43,58,5.3,0,1
ECE,Offline,Yes,51,91,47,65,5.2,4,0
CSE,Online,No,80,73,41,57,2.3,4,0
ECE,Offline,No,95,86,53,86,5,5,0
ME,Online,No,97,38,55,76,4.7,4,0
EE,Online,No,80,38,62,62,3.2,0,0
CE,Offline,No,78,81,32,49,7.9,5,0
EE,Online,No,73,89,94,52,6.1,2,1
ME,Hybrid,Yes,77,78,36,93,2.8,0,1
EE,Offline,Yes,97,64,91,37,4.6,3,0
EE,Hybrid,No,82,61,49,64,9.3,4,0
ECE,Offline,No,73,63,83,86,6.2,4,1
ME,Hybrid,No,67,71,94,93,6.2,1,1
CE,Offline,No,79,68,50,67,4.8,5,0
ME,Hybrid,Yes,76,46,27,63,6.2,1,0
CE,Hybrid,Yes,52,57,47,58,4.3,5,0
ECE,Offline,Yes,65,46,43,70,5.2,1,0
ME,Hybrid,No,90,58,91,61,1.3,4,0
EE,Online,No,99,74,50,41,3.6,0,1
ECE,Offline,Yes,93,43,79,88,5.7,2,1
CE,Online,Yes,60,80,93,47,5.8,2,1
ECE,Online,No,89,64,53,45,5.7,4,0
ME,Offline,Yes,63,36,42,50,5.9,5,0
CE,Hybrid,No,92,43,55,82,3,4,0
EE,Online,Yes,59,59,76,86,6.3,4,0
EE,Online,Yes,84,58,82,62,4.7,1,1
ECE,Offline,No,80,82,87,63,1.6,0,1
ME,Offline,No,92,91,52,62,4.4,0,1
CE,Offline,No,78,76,37,30,5.9,1,0
CSE,Hybrid,Yes,79,89,39,73,4.5,5,0
ECE,Offline,No,80,77,44,44,6.2,1,1
CE,Hybrid,No,82,71,84,75,4.6,1,1
CSE,Hybrid,Yes,88,88,83,91,4,2,1
EE,Online,Yes,88,77,51,79,6.5,1,1
ECE,Hybrid,No,73,38,29,76,5,4,0
CE,Offline,Yes,96,74,61,59,3.8,2,1
CSE,Hybrid,No,67,70,74,44,3.7,1,0
ME,Offline,No,67,58,38,92,6,2,0
EE,Offline,Yes,79,63,54,32,2.9,3,0
CSE,Offline,Yes,87,42,35,49,5,5,0
ECE,Hybrid,Yes,74,58,61,85,5.3,4,0
CE,Offline,Yes,87,75,61,64,4.3,5,0
EE,Offline,Yes,88,98,95,52,9,3,1
EE,Hybrid,Yes,69,66,63,88,5.2,2,1
CE,Online,Yes,67,77,25,80,7.4,4,0
ME,Hybrid,Yes,69,70,40,91,5.7,4,0
ECE,Online,Yes,53,43,87,95,7.9,4,0
CSE,Hybrid,Yes,85,72,65,36,4.3,3,0
CE,Offline,No,76,66,67,52,3.7,5,0
EE,Hybrid,No,96,66,88,92,3.1,1,1
EE,Online,No,70,95,60,47,4.4,0,1
CE,Online,No,79,92,63,88,5.8,0,1
CE,Online,No,77,36,79,67,5.1,0,1
CSE,Hybrid,Yes,83,35,75,99,5.8,5,0
ECE,Online,No,61,69,49,96,7,1,1
CSE,Offline,No,56,50,68,95,5.6,1,1
ME,Online,Yes,51,50,33,42,2.5,2,0
ME,Hybrid,No,89,78,37,60,5.4,3,0
CSE,Offline,No,58,83,86,80,5.2,4,1
CE,Offline,No,63,94,63,76,3.9,4,0
ME,Offline,Yes,91,41,68,70,3.2,2,0
ME,Offline,Yes,55,74,82,38,5.4,3,0
EE,Online,No,74,94,47,63,6.6,4,0
CSE,Hybrid,Yes,67,48,68,75,4.6,0,1
ECE,Offline,Yes,66,82,85,88,6.8,3,1
CSE,Online,No,82,39,88,75,4.6,3,0
ECE,Online,No,64,58,92,83,4.9,0,1
EE,Online,Yes,55,40,45,55,3.9,4,0
CSE,Offline,No,97,64,40,70,2.7,4,0
EE,Online,No,62,38,81,54,5.4,1,0
CE,Online,Yes,70,84,40,53,4.4,5,0
CE,Offline,Yes,78,83,77,66,5.1,5,0
CSE,Offline,No,96,65,43,93,5,3,1
CSE,Online,No,80,69,92,84,5.6,2,1
CE,Online,No,96,95,74,74,3.9,0,1
EE,Online,Yes,65,36,26,33,3.2,3,0
ME,Online,No,60,78,81,88,6.2,4,1
EE,Online,Yes,73,48,28,68,5.3,3,0
CSE,Online,Yes,97,57,44,83,2.1,5,0
ECE,Offline,No,61,35,66,47,6.7,2,0
CE,Hybrid,No,59,91,94,85,5.3,3,1
ME,Online,No,56,57,41,98,4.8,5,0
ECE,Online,Yes,78,92,49,66,2.3,0,1
CE,Hybrid,Yes,95,98,78,36,6.2,0,1
CSE,Online,No,67,36,32,89,5.8,3,0
EE,Online,Yes,93,45,49,42,6.1,3,0
CE,Online,Yes,57,35,70,83,2.8,4,0
CE,Offline,No,56,73,43,39,5.4,4,0
ECE,Hybrid,No,62,48,37,76,5.1,3,0
CE,Offline,No,73,76,69,96,5.2,0,1
CE,Offline,No,92,42,87,80,3.2,4,0
CE,Hybrid,No,81,49,77,35,4.4,3,0
ECE,Offline,Yes,75,84,60,73,2.2,2,0
CE,Online,No,80,62,70,45,5.1,2,0
ECE,Hybrid,Yes,95,81,68,87,5.2,4,1
CSE,Offline,No,58,47,89,43,4.9,2,0
ECE,Offline,No,70,59,91,51,5.8,4,0
EE,Hybrid,Yes,90,58,49,96,5.9,3,1
CSE,Offline,No,85,79,67,35,5.1,4,0
CE,Online,Yes,74,47,89,60,7.6,0,1
ECE,Offline,No,55,91,86,49,6.2,0,1
EE,Offline,Yes,52,51,60,61,7.2,1,0
ME,Offline,Yes,84,67,44,81,4.8,3,0
ECE,Offline,Yes,80,60,55,77,5.4,4,0
EE,Online,No,57,90,45,65,6,5,0
ECE,Online,No,62,99,37,65,4.6,3,0
CSE,Online,No,79,54,69,54,4.7,5,0
ME,Offline,No,78,61,48,53,3.3,1,0
EE,Offline,Yes,77,56,97,55,6.4,3,1
CE,Hybrid,Yes,68,46,42,39,4.6,3,0
ECE,Hybrid,No,55,75,72,74,3.2,1,1
CSE,Hybrid,Yes,95,90,79,79,4.6,1,1
CE,Offline,No,78,82,91,52,5.2,4,0
EE,Hybrid,Yes,86,87,89,95,6,3,1
ECE,Hybrid,Yes,63,79,35,59,3.9,3,0
CE,Online,Yes,70,83,25,33,5,1,0
EE,Offline,No,80,63,90,57,4.2,3,0
EE,Offline,No,99,81,44,66,5.9,4,0
CE,Offline,No,66,37,94,75,3.7,5,0
CE,Online,Yes,86,92,87,85,1.1,4,1
CSE,Online,No,79,87,80,67,7.3,3,1
CSE,Online,No,70,54,45,59,5.3,4,0
ME,Online,Yes,66,96,35,65,5.3,4,0
CSE,Hybrid,Yes,68,74,53,95,1.5,2,0
CSE,Online,No,66,86,90,32,5.1,0,1
CE,Hybrid,Yes,78,61,71,46,7.5,1,1
ME,Offline,Yes,74,91,87,89,4.8,0,1
CSE,Offline,No,58,37,79,82,5.8,0,1
CE,Hybrid,No,54,47,29,84,8.8,2,0
ME,Online,No,88,50,25,56,2.7,5,0
CSE,Offline,No,55,74,67,77,5,5,0
ECE,Hybrid,Yes,72,54,42,60,3.9,1,0
CSE,Offline,No,54,98,86,55,7.5,1,1
ECE,Hybrid,Yes,68,59,70,77,6.2,3,0
EE,Online,No,53,88,55,94,6.3,1,1
EE,Online,No,52,79,76,55,4.6,4,0
ME,Online,No,64,64,29,80,4.3,2,0
EE,Online,No,71,81,53,81,6.6,3,1
ME,Hybrid,Yes,51,49,41,62,3.3,1,0
CSE,Offline,Yes,74,81,54,82,4.5,3,1
EE,Online,No,86,60,37,34,5,4,0
CSE,Online,No,83,78,74,52,6.9,1,1
CSE,Hybrid,Yes,86,54,59,68,3.9,0,1
CSE,Hybrid,No,95,63,26,73,4.9,0,1
ME,Hybrid,No,95,53,69,44,5.9,4,0
ME,Offline,Yes,66,79,71,72,4.6,1,1
CSE,Hybrid,No,54,98,43,98,7.1,0,1
EE,Offline,No,97,86,38,60,6.7,4,0
ECE,Offline,No,57,96,75,70,5.8,3,1
CSE,Hybrid,No,76,53,38,33,6.1,3,0
EE,Online,Yes,77,72,77,48,5.9,4,0
CSE,Hybrid,Yes,92,79,41,55,7.2,1,1
EE,Online,Yes,66,91,37,50,4.6,4,0
ECE,Hybrid,Yes,82,44,30,82,5.9,4,0
ECE,Offline,No,84,94,82,80,4.5,5,1
EE,Hybrid,No,69,65,60,57,2.6,2,0
EE,Online,Yes,64,57,80,99,4.9,2,1
EE,Offline,No,96,68,73,53,5.6,0,1
EE,Online,No,82,50,68,48,4.9,2,0
EE,Offline,No,59,85,29,47,4.6,4,0
CSE,Hybrid,No,50,68,51,89,5.9,0,1
ECE,Offline,Yes,91,68,53,76,5.8,3,1
ME,Hybrid,Yes,85,65,38,90,4.1,4,0
CSE,Online,No,75,85,40,82,5.4,2,1
ME,Offline,Yes,54,42,46,40,3.8,0,0
ME,Online,Yes,92,75,64,33,7.5,5,0
CE,Hybrid,Yes,99,36,35,79,5.1,4,0
EE,Hybrid,Yes,72,49,86,81,2.6,5,0
EE,Offline,No,88,76,61,99,1.6,1,1
ECE,Hybrid,Yes,88,78,48,70,7.9,4,1
CE,Offline,Yes,90,61,65,54,2,5,0
ECE,Offline,Yes,73,76,57,73,2,4,0
CSE,Offline,No,85,45,60,79,5.6,5,0
CE,Hybrid,No,92,55,73,80,5.9,5,0
ME,Hybrid,No,89,45,33,57,2.8,0,0
ME,Hybrid,Yes,60,68,50,80,7.3,2,1
ME,Offline,Yes,66,39,30,36,6.7,5,0
EE,Online,No,99,60,32,83,5.6,0,1
CE,Hybrid,No,65,88,76,84,3,3,1
ME,Offline,Yes,80,54,99,85,8,5,1
CE,Online,Yes,73,95,40,32,4.8,5,0
EE,Hybrid,Yes,85,40,35,63,5.9,2,0
ECE,Offline,Yes,68,50,52,75,5.9,2,0
CSE,Offline,No,85,63,38,34,6.1,1,0
ECE,Offline,No,88,65,48,43,5.3,3,0
EE,Online,No,92,40,32,96,5.4,0,1
CSE,Online,Yes,71,89,45,64,4.1,4,0
ME,Offline,Yes,92,67,33,32,4.7,1,0
CE,Online,Yes,84,53,40,97,3.9,1,1
CSE,Offline,Yes,93,96,85,61,4.1,5,0
ECE,Online,Yes,91,90,30,87,6.7,2,1
ME,Hybrid,Yes,67,61,66,66,4,3,0
CE,Online,No,81,67,37,43,4.1,1,0
EE,Hybrid,No,69,42,73,92,5.8,1,1
ECE,Online,Yes,58,64,99,44,5.5,0,1
EE,Online,Yes,97,84,96,69,3.2,5,1
ECE,Hybrid,No,88,94,59,44,3.6,5,0
EE,Online,Yes,77,99,49,83,5.9,1,1
CSE,Hybrid,No,95,49,51,80,2.1,2,0
ME,Online,No,81,51,76,48,5.6,2,0
EE,Hybrid,Yes,81,43,58,74,3.3,4,0
ECE,Offline,No,52,60,35,34,5.1,4,0
ECE,Online,Yes,96,65,94,72,4.6,2,1
ME,Hybrid,No,77,50,64,84,5.7,5,0
CSE,Hybrid,No,99,84,50,41,5,0,1
ECE,Online,No,78,44,67,68,4.2,3,0
CSE,Hybrid,No,93,90,28,90,3.6,0,1
EE,Online,No,79,73,72,74,7.6,3,1
ME,Offline,Yes,79,48,88,81,6.3,4,0
CSE,Hybrid,Yes,50,77,43,81,6.4,1,1
CE,Offline,Yes,66,86,93,69,4.2,0,1
CSE,Online,No,73,61,31,95,6.4,5,0
CSE,Offline,Yes,68,73,61,92,4.3,1,1
CE,Online,Yes,50,41,62,39,5,1,0
CSE,Hybrid,Yes,52,59,92,30,2.2,3,0
EE,Online,Yes,66,63,36,68,5.3,5,0
CSE,Offline,No,63,56,54,39,4.3,4,0
ECE,Online,No,96,90,99,86,5,2,1
ECE,Online,No,80,44,37,54,6.6,0,0
ME,Online,Yes,53,52,90,96,1.9,1,1
CE,Hybrid,No,53,80,50,68,3.5,2,0
EE,Online,Yes,60,81,86,37,3.2,4,0
ECE,Offline,No,69,43,87,87,7.1,2,1
CSE,Hybrid,No,55,53,75,61,6.7,0,1
CSE,Offline,No,65,46,45,42,3.5,3,0
ECE,Offline,No,94,89,87,66,7.5,0,1
ME,Online,No,72,74,74,54,4.3,2,0
ECE,Offline,Yes,61,86,74,86,3.2,2,1
CSE,Hybrid,No,79,99,76,32,8.1,5,0
EE,Hybrid,No,72,81,59,41,5.9,1,1
EE,Offline,No,60,38,61,48,6.2,2,0
EE,Hybrid,Yes,86,51,69,73,3.9,0,1
CE,Online,Yes,96,67,88,35,4.6,3,0
CSE,Hybrid,No,77,47,71,47,3.9,0,0
ECE,Offline,No,62,52,44,42,3.4,2,0
ME,Online,Yes,61,75,47,86,9,4,1
EE,Hybrid,Yes,66,78,93,60,5.4,5,0
ME,Hybrid,Yes,93,97,68,85,4.2,4,1
CSE,Offline,No,51,87,28,68,3.8,1,0
ME,Offline,No,77,48,79,63,3.6,1,0
EE,Offline,No,63,43,60,88,3.3,4,0
ME,Online,Yes,82,49,56,70,6.2,5,0
EE,Hybrid,No,57,69,79,76,4.9,0,1
ECE,Online,No,89,56,42,87,5.2,2,1
ECE,Hybrid,Yes,77,84,72,62,4.1,5,0
ME,Offline,Yes,50,86,38,58,4.3,2,0
EE,Hybrid,Yes,67,70,88,44,4.3,3,0
ECE,Online,No,85,52,28,44,4.7,3,0
CE,Offline,No,85,50,91,99,3.7,4,1
ECE,Offline,Yes,54,76,77,66,5.2,1,1
ME,Online,No,93,52,28,39,4.8,0,0
ECE,Offline,No,61,95,88,96,3.4,0,1
ME,Online,No,98,58,30,37,3.6,2,0
EE,Online,Yes,83,49,57,77,4.2,3,0
ME,Hybrid,Yes,72,36,93,52,4.7,5,0
EE,Hybrid,Yes,92,35,51,54,2.7,5,0
ME,Hybrid,Yes,66,65,39,43,5.8,5,0
ME,Hybrid,Yes,77,73,91,95,3,5,0
CE,Online,Yes,59,72,82,77,5.7,4,0
ME,Hybrid,No,77,82,74,35,5.9,1,1
EE,Offline,Yes,79,93,96,43,6,1,1
EE,Hybrid,No,85,50,91,89,5.2,4,1
CE,Offline,No,59,68,41,68,7.1,0,1
CE,Online,Yes,63,77,58,33,3.4,3,0
EE,Hybrid,No,73,67,53,45,6.4,4,0
ME,Online,Yes,75,75,62,91,7.2,0,1
ECE,Hybrid,Yes,81,90,48,33,6.8,1,1
CE,Online,No,90,50,44,80,7,4,0
ECE,Online,Yes,58,83,43,64,5.9,1,1
ME,Online,No,61,58,73,87,7.8,3,1
EE,Hybrid,No,78,54,42,61,5,2,0
EE,Offline,Yes,62,78,29,44,4,4,0
EE,Hybrid,No,68,58,86,80,7.5,2,1
ME,Online,Yes,65,89,64,70,3.1,4,0
ECE,Online,No,63,59,49,82,6.7,0,1
EE,Hybrid,No,76,44,26,67,6.9,4,0
CE,Hybrid,Yes,87,63,68,93,6.1,2,1
ME,Online,Yes,87,93,95,73,4.7,5,1
EE,Hybrid,Yes,70,63,47,71,6.9,4,0
ME,Hybrid,No,55,82,61,51,4.4,4,0
CE,Hybrid,No,77,69,38,79,6.8,0,1
ECE,Online,Yes,74,51,64,38,8.3,4,0
CSE,Offline,No,62,39,72,69,4.7,1,0
ECE,Hybrid,Yes,96,59,42,74,7,1,1
ECE,Hybrid,Yes,92,91,80,68,4.2,2,1
CE,Online,Yes,53,86,34,47,3.7,2,0
ECE,Online,No,80,60,97,96,7,5,1
ECE,Online,Yes,95,68,68,98,7.5,4,1
CSE,Online,Yes,86,73,73,90,2.6,4,0
EE,Online,No,67,83,95,93,0.3,1,1
CE,Online,No,84,81,79,53,5.6,5,0
ECE,Hybrid,Yes,61,39,60,44,6.2,1,0
EE,Online,Yes,56,75,82,60,3.6,1,1
ME,Hybrid,No,93,37,63,62,6.8,1,1
CE,Offline,No,81,60,54,78,4.4,2,0
CSE,Online,No,83,96,87,94,3.2,3,1
EE,Offline,Yes,76,77,68,45,6.1,5,0
CE,Offline,Yes,92,41,85,75,4.5,0,1
EE,Online,No,94,37,61,86,8.2,2,1
ECE,Hybrid,Yes,89,39,49,71,3.4,2,0
ME,Hybrid,No,63,52,30,72,6.9,4,0
EE,Offline,No,61,53,71,46,3.5,0,0
ME,Offline,No,75,88,96,91,5.8,2,1
CE,Hybrid,Yes,64,55,47,31,4.6,3,0
ME,Offline,Yes,65,87,51,80,6.8,0,1
EE,Online,Yes,78,91,42,98,6.4,5,1
EE,Offline,No,86,65,90,68,7,2,1
EE,Hybrid,Yes,88,35,54,65,3.8,4,0
CE,Hybrid,No,77,93,66,74,3.7,1,1
EE,Hybrid,No,61,67,53,75,4.7,2,0
EE,Online,No,57,43,38,43,5.2,1,0
CSE,Offline,Yes,65,51,75,87,5.4,3,0
ME,Online,No,95,53,40,41,3.7,1,0
EE,Online,Yes,50,76,99,91,4.5,1,1
CSE,Hybrid,No,71,94,82,88,3.9,4,1
ME,Offline,Yes,53,87,91,99,4.2,2,1
ME,Offline,No,99,45,67,49,2.4,3,0
CE,Online,No,74,46,27,93,4.8,4,0
ECE,Offline,Yes,54,71,77,60,6.9,4,0
EE,Hybrid,No,91,59,98,46,4.2,4,0
EE,Offline,Yes,67,54,43,89,6.3,4,0
CSE,Online,Yes,64,84,94,91,5.3,2,1
CE,Hybrid,Yes,59,71,39,35,2.9,4,0
